ticket_id,tech,priority,type,tags,created,completed_minutes,eta_minutes,overran,had_followup,reticketed,time_to_reopen_days,redundancy_risk,impact,tech_skill,tech_tags
HIST-2488,Ben,Low,recable_port,network|cabling|optic,2025-07-21T00:03:18Z,25.1,22,0,0,0,0,0,1,4,network|cabling
HIST-2489,Ben,Low,recable_port,network|cabling|optic,2025-07-20T23:03:18Z,22.0,21,0,0,0,0,0,1,4,network|cabling
HIST-2490,Ava,Low,reseat_blade,server|repair,2025-07-21T06:03:18Z,14.7,16,0,0,0,0,0,1,5,server|network
HIST-2491,Hana,Critical,audit_label,inventory|labeling,2025-07-20T22:03:18Z,6.3,6,0,0,1,7,0,4,4,hvac|electrical
HIST-2492,Eli,Low,swap_psu,server|power|electrical,2025-07-22T03:03:18Z,22.3,24,0,0,0,0,1,1,2,server|labeling
HIST-2493,Farah,High,recable_port,network|cabling|optic,2025-07-21T19:03:18Z,19.3,15,1,0,0,0,0,3,3,network|optic
HIST-2494,Ava,Medium,recable_port,network|cabling|optic,2025-07-22T01:03:18Z,7.9,15,0,0,1,0,0,2,5,server|network
HIST-2495,Farah,Critical,recable_port,network|cabling|optic,2025-07-22T08:03:18Z,18.9,13,1,0,0,0,0,4,3,network|optic
HIST-2496,Hana,Low,audit_label,inventory|labeling,2025-07-21T15:03:18Z,21.4,14,1,0,0,0,1,1,4,hvac|electrical
HIST-2497,Eli,Low,reseat_blade,server|repair,2025-07-22T01:03:18Z,13.3,14,0,0,0,0,2,1,2,server|labeling
HIST-2498,Dia,Medium,swap_psu,server|power|electrical,2025-07-21T22:03:18Z,24.9,22,0,0,0,0,1,2,4,server|install
HIST-2499,Eli,Critical,audit_label,inventory|labeling,2025-07-23T10:03:18Z,7.7,6,1,0,0,0,0,4,2,server|labeling
HIST-2500,Jia,Medium,install_server,server|install|rails,2025-07-23T03:03:18Z,32.4,44,0,0,0,0,2,2,5,server|repair
HIST-2501,Ava,Low,recable_port,network|cabling|optic,2025-07-23T06:03:18Z,6.4,19,0,0,0,0,0,1,5,server|network
HIST-2502,Jia,Medium,audit_label,inventory|labeling,2025-07-22T20:03:18Z,7.4,9,0,0,1,10,1,2,5,server|repair
HIST-2503,Ava,Medium,install_server,server|install|rails,2025-07-22T22:03:18Z,36.2,33,0,0,0,0,2,2,5,server|network
HIST-2504,Ivan,Critical,swap_psu,server|power|electrical,2025-07-22T22:03:18Z,5.9,17,0,1,1,4,1,4,1,staging|inventory
HIST-2505,Chen,Low,recable_port,network|cabling|optic,2025-07-23T02:03:18Z,13.6,20,0,0,0,0,0,1,3,hvac|facilities
HIST-2506,Hana,High,recable_port,network|cabling|optic,2025-07-23T00:03:18Z,9.9,17,0,0,0,0,0,3,4,hvac|electrical
HIST-2507,Ava,Medium,reseat_blade,server|repair,2025-07-22T20:03:18Z,14.6,16,0,0,0,0,1,2,5,server|network
HIST-2508,Ben,High,reseat_blade,server|repair,2025-07-23T03:03:18Z,15.7,14,0,0,0,0,1,3,4,network|cabling
HIST-2509,Ivan,Medium,reseat_blade,server|repair,2025-07-22T22:03:18Z,7.5,15,0,0,1,14,2,2,1,staging|inventory
HIST-2510,Eli,Medium,install_server,server|install|rails,2025-07-23T10:03:18Z,25.0,31,0,0,1,9,0,2,2,server|labeling
HIST-2511,Dia,Medium,audit_label,inventory|labeling,2025-07-24T09:03:18Z,11.7,9,1,0,0,0,1,2,4,server|install
HIST-2512,Farah,Low,swap_psu,server|power|electrical,2025-07-24T10:03:18Z,19.3,23,0,0,0,0,1,1,3,network|optic
HIST-2513,Gus,Medium,reseat_blade,server|repair,2025-07-24T08:03:18Z,10.0,12,0,0,0,0,0,2,3,server|cabling
HIST-2514,Eli,Critical,audit_label,inventory|labeling,2025-07-23T18:03:18Z,4.0,6,0,0,0,0,0,4,2,server|labeling
HIST-2515,Jia,High,reseat_blade,server|repair,2025-07-24T05:03:18Z,8.1,12,0,0,0,0,2,3,5,server|repair
HIST-2516,Chen,Medium,recable_port,network|cabling|optic,2025-07-23T20:03:18Z,27.7,19,1,0,0,0,0,2,3,hvac|facilities
HIST-2517,Gus,Medium,install_server,server|install|rails,2025-07-24T04:03:18Z,32.0,34,0,0,0,0,0,2,3,server|cabling
HIST-2518,Ben,High,audit_label,inventory|labeling,2025-07-24T05:03:18Z,5.0,6,0,0,0,0,0,3,4,network|cabling
HIST-2519,Hana,Medium,recable_port,network|cabling|optic,2025-07-23T17:03:18Z,29.7,19,1,0,0,0,0,2,4,hvac|electrical
HIST-2520,Jia,High,reseat_blade,server|repair,2025-07-24T05:03:18Z,17.4,12,1,0,1,0,0,3,5,server|repair
HIST-2521,Dia,Medium,audit_label,inventory|labeling,2025-07-23T21:03:18Z,4.1,7,0,0,0,0,2,2,4,server|install
HIST-2522,Hana,Medium,reseat_blade,server|repair,2025-07-25T08:03:18Z,34.8,15,1,0,0,0,0,2,4,hvac|electrical
HIST-2523,Ben,High,recable_port,network|cabling|optic,2025-07-25T05:03:18Z,17.1,17,0,0,0,0,0,3,4,network|cabling
HIST-2524,Farah,Low,reseat_blade,server|repair,2025-07-25T02:03:18Z,4.7,12,0,0,0,0,0,1,3,network|optic
HIST-2525,Ava,Medium,audit_label,inventory|labeling,2025-07-24T22:03:18Z,8.9,10,0,0,0,0,0,2,5,server|network
HIST-2526,Ava,Medium,reseat_blade,server|repair,2025-07-25T06:03:18Z,13.6,13,0,0,0,0,0,2,5,server|network
HIST-2527,Ben,High,install_server,server|install|rails,2025-07-24T23:03:18Z,62.7,38,1,0,0,0,0,3,4,network|cabling
HIST-2528,Gus,Medium,swap_psu,server|power|electrical,2025-07-24T15:03:18Z,42.1,22,1,0,0,0,2,2,3,server|cabling
HIST-2529,Gus,Medium,recable_port,network|cabling|optic,2025-07-25T09:03:18Z,18.1,18,0,0,0,0,0,2,3,server|cabling
HIST-2530,Hana,High,audit_label,inventory|labeling,2025-07-25T04:03:18Z,6.0,9,0,0,0,0,1,3,4,hvac|electrical
HIST-2531,Ben,Medium,recable_port,network|cabling|optic,2025-07-25T02:03:18Z,29.6,25,1,0,0,0,1,2,4,network|cabling
HIST-2532,Ben,Medium,install_server,server|install|rails,2025-07-25T00:03:18Z,57.0,42,1,0,0,0,0,2,4,network|cabling
HIST-2533,Chen,Medium,recable_port,network|cabling|optic,2025-07-24T22:03:18Z,36.9,23,1,0,0,0,1,2,3,hvac|facilities
HIST-2534,Ava,Medium,install_server,server|install|rails,2025-07-24T20:03:18Z,54.6,30,1,0,0,0,1,2,5,server|network
HIST-2535,Dia,High,install_server,server|install|rails,2025-07-24T21:03:18Z,37.3,35,0,0,0,0,0,3,4,server|install
HIST-2536,Jia,Low,swap_psu,server|power|electrical,2025-07-26T02:03:18Z,22.4,21,0,0,0,0,1,1,5,server|repair
HIST-2537,Jia,High,install_server,server|install|rails,2025-07-26T03:03:18Z,81.1,36,1,0,0,0,0,3,5,server|repair
HIST-2538,Hana,Medium,swap_psu,server|power|electrical,2025-07-26T08:03:18Z,29.9,28,0,0,0,0,0,2,4,hvac|electrical
HIST-2539,Farah,High,recable_port,network|cabling|optic,2025-07-26T05:03:18Z,14.1,16,0,0,0,0,2,3,3,network|optic
HIST-2540,Ava,Critical,install_server,server|install|rails,2025-07-26T01:03:18Z,37.6,42,0,0,0,0,1,4,5,server|network
HIST-2541,Gus,Medium,swap_psu,server|power|electrical,2025-07-26T04:03:18Z,34.0,20,1,0,0,0,1,2,3,server|cabling
HIST-2542,Hana,Medium,swap_psu,server|power|electrical,2025-07-26T09:03:18Z,20.6,20,0,0,0,0,0,2,4,hvac|electrical
HIST-2543,Ava,Low,recable_port,network|cabling|optic,2025-07-26T03:03:18Z,20.5,15,1,0,0,0,2,1,5,server|network
HIST-2544,Ben,High,reseat_blade,server|repair,2025-07-25T19:03:18Z,26.8,18,1,0,0,0,0,3,4,network|cabling
HIST-2545,Chen,High,install_server,server|install|rails,2025-07-25T17:03:18Z,32.5,46,0,0,0,0,1,3,3,hvac|facilities
HIST-2546,Ben,Low,recable_port,network|cabling|optic,2025-07-25T23:03:18Z,14.0,20,0,0,1,11,1,1,4,network|cabling
HIST-2547,Jia,High,reseat_blade,server|repair,2025-07-25T15:03:18Z,17.0,13,1,0,0,0,0,3,5,server|repair
HIST-2548,Jia,Critical,install_server,server|install|rails,2025-07-26T03:03:18Z,20.7,36,0,0,0,0,2,4,5,server|repair
HIST-2549,Jia,Critical,audit_label,inventory|labeling,2025-07-27T02:03:18Z,15.3,6,1,0,0,0,0,4,5,server|repair
HIST-2550,Ava,High,reseat_blade,server|repair,2025-07-26T16:03:18Z,8.1,17,0,0,0,0,0,3,5,server|network
HIST-2551,Chen,Medium,reseat_blade,server|repair,2025-07-26T17:03:18Z,32.8,19,1,0,0,0,2,2,3,hvac|facilities
HIST-2552,Jia,Medium,audit_label,inventory|labeling,2025-07-27T00:03:18Z,6.4,7,0,0,0,0,0,2,5,server|repair
HIST-2553,Dia,Medium,recable_port,network|cabling|optic,2025-07-26T16:03:18Z,27.4,20,1,0,0,0,1,2,4,server|install
HIST-2554,Ivan,Medium,audit_label,inventory|labeling,2025-07-26T19:03:18Z,11.3,8,1,0,0,0,0,2,1,staging|inventory
HIST-2555,Ben,High,audit_label,inventory|labeling,2025-07-26T21:03:18Z,5.7,6,0,0,0,0,0,3,4,network|cabling
HIST-2556,Chen,Medium,recable_port,network|cabling|optic,2025-07-27T06:03:18Z,22.9,21,0,0,0,0,0,2,3,hvac|facilities
HIST-2557,Gus,High,swap_psu,server|power|electrical,2025-07-27T08:03:18Z,29.3,18,1,0,1,10,1,3,3,server|cabling
HIST-2558,Farah,Critical,recable_port,network|cabling|optic,2025-07-26T23:03:18Z,29.5,16,1,0,0,0,0,4,3,network|optic
HIST-2559,Hana,Medium,swap_psu,server|power|electrical,2025-07-27T16:03:18Z,28.2,24,1,0,0,0,1,2,4,hvac|electrical
HIST-2560,Ben,Critical,audit_label,inventory|labeling,2025-07-27T19:03:18Z,5.7,6,0,0,0,0,0,4,4,network|cabling
HIST-2561,Ava,Medium,audit_label,inventory|labeling,2025-07-27T23:03:18Z,5.5,8,0,0,1,9,0,2,5,server|network
HIST-2562,Dia,Critical,install_server,server|install|rails,2025-07-28T04:03:18Z,38.2,34,0,0,0,0,1,4,4,server|install
HIST-2563,Farah,Medium,recable_port,network|cabling|optic,2025-07-28T03:03:18Z,21.4,21,0,0,0,0,1,2,3,network|optic
HIST-2564,Ben,Medium,swap_psu,server|power|electrical,2025-07-27T21:03:18Z,44.0,25,1,0,1,6,0,2,4,network|cabling
HIST-2565,Dia,Medium,reseat_blade,server|repair,2025-07-28T10:03:18Z,20.2,15,1,0,0,0,2,2,4,server|install
HIST-2566,Gus,High,recable_port,network|cabling|optic,2025-07-28T00:03:18Z,30.0,15,1,0,0,0,1,3,3,server|cabling
HIST-2567,Chen,High,audit_label,inventory|labeling,2025-07-28T02:03:18Z,4.8,8,0,0,0,0,0,3,3,hvac|facilities
HIST-2568,Farah,High,reseat_blade,server|repair,2025-07-27T18:03:18Z,34.5,14,1,0,0,0,1,3,3,network|optic
HIST-2569,Jia,High,swap_psu,server|power|electrical,2025-07-28T02:03:18Z,23.4,19,1,0,0,0,1,3,5,server|repair
HIST-2570,Ava,Medium,audit_label,inventory|labeling,2025-07-27T23:03:18Z,6.6,10,0,0,0,0,0,2,5,server|network
HIST-2571,Farah,Medium,audit_label,inventory|labeling,2025-07-28T02:03:18Z,5.4,10,0,0,0,0,0,2,3,network|optic
HIST-2572,Eli,Medium,reseat_blade,server|repair,2025-07-28T06:03:18Z,24.6,14,1,0,0,0,1,2,2,server|labeling
HIST-2573,Hana,Critical,swap_psu,server|power|electrical,2025-07-28T00:03:18Z,17.3,19,0,0,0,0,0,4,4,hvac|electrical
HIST-2574,Ivan,Low,reseat_blade,server|repair,2025-07-28T00:03:18Z,19.9,19,0,0,0,0,0,1,1,staging|inventory
HIST-2575,Hana,Medium,recable_port,network|cabling|optic,2025-07-28T15:03:18Z,17.3,16,0,0,1,0,1,2,4,hvac|electrical
HIST-2576,Jia,High,reseat_blade,server|repair,2025-07-28T22:03:18Z,7.3,13,0,0,1,6,2,3,5,server|repair
HIST-2577,Ava,Medium,reseat_blade,server|repair,2025-07-28T21:03:18Z,24.8,13,1,0,0,0,0,2,5,server|network
HIST-2578,Gus,High,swap_psu,server|power|electrical,2025-07-28T22:03:18Z,11.9,21,0,0,0,0,2,3,3,server|cabling
HIST-2579,Hana,Medium,reseat_blade,server|repair,2025-07-28T15:03:18Z,12.1,12,0,0,0,0,1,2,4,hvac|electrical
HIST-2580,Jia,Critical,recable_port,network|cabling|optic,2025-07-28T22:03:18Z,17.3,18,0,0,0,0,1,4,5,server|repair
HIST-2581,Jia,High,reseat_blade,server|repair,2025-07-28T20:03:18Z,19.1,17,0,0,0,0,2,3,5,server|repair
HIST-2582,Farah,Medium,recable_port,network|cabling|optic,2025-07-29T01:03:18Z,11.0,19,0,0,0,0,1,2,3,network|optic
HIST-2583,Hana,Critical,reseat_blade,server|repair,2025-07-29T01:03:18Z,12.7,14,0,0,0,0,1,4,4,hvac|electrical
HIST-2584,Jia,Medium,recable_port,network|cabling|optic,2025-07-29T00:03:18Z,14.6,20,0,0,0,0,2,2,5,server|repair
HIST-2585,Jia,Medium,recable_port,network|cabling|optic,2025-07-28T18:03:18Z,21.8,18,1,0,0,0,2,2,5,server|repair
HIST-2586,Dia,Medium,install_server,server|install|rails,2025-07-29T04:03:18Z,46.8,39,1,0,0,0,0,2,4,server|install
HIST-2587,Ben,Critical,recable_port,network|cabling|optic,2025-07-30T07:03:18Z,27.9,18,1,0,0,0,0,4,4,network|cabling
HIST-2588,Chen,Medium,audit_label,inventory|labeling,2025-07-30T00:03:18Z,11.5,8,1,0,0,0,0,2,3,hvac|facilities
HIST-2589,Gus,Medium,recable_port,network|cabling|optic,2025-07-29T15:03:18Z,9.1,15,0,0,0,0,0,2,3,server|cabling
HIST-2590,Jia,Medium,install_server,server|install|rails,2025-07-30T03:03:18Z,23.5,46,0,0,0,0,0,2,5,server|repair
HIST-2591,Ivan,Critical,reseat_blade,server|repair,2025-07-29T15:03:18Z,13.3,14,0,0,1,0,0,4,1,staging|inventory
HIST-2592,Gus,High,swap_psu,server|power|electrical,2025-07-30T01:03:18Z,24.6,19,1,0,1,4,0,3,3,server|cabling
HIST-2593,Chen,Critical,swap_psu,server|power|electrical,2025-07-30T09:03:18Z,13.6,19,0,0,1,9,0,4,3,hvac|facilities
HIST-2594,Ava,Critical,recable_port,network|cabling|optic,2025-07-29T17:03:18Z,16.1,15,0,0,0,0,0,4,5,server|network
HIST-2595,Farah,Medium,install_server,server|install|rails,2025-07-30T05:03:18Z,31.7,32,0,0,1,13,2,2,3,network|optic
HIST-2596,Ava,High,reseat_blade,server|repair,2025-07-29T22:03:18Z,33.9,17,1,0,0,0,0,3,5,server|network
HIST-2597,Hana,Medium,recable_port,network|cabling|optic,2025-07-29T23:03:18Z,11.5,19,0,0,0,0,0,2,4,hvac|electrical
HIST-2598,Eli,High,audit_label,inventory|labeling,2025-07-30T09:03:18Z,12.6,8,1,0,0,0,1,3,2,server|labeling
HIST-2599,Gus,High,swap_psu,server|power|electrical,2025-07-30T01:03:18Z,34.1,22,1,0,0,0,1,3,3,server|cabling
HIST-2600,Farah,Low,reseat_blade,server|repair,2025-07-31T03:03:18Z,13.5,17,0,0,0,0,1,1,3,network|optic
HIST-2601,Jia,High,audit_label,inventory|labeling,2025-07-31T06:03:18Z,7.2,6,1,0,0,0,1,3,5,server|repair
HIST-2602,Eli,Medium,recable_port,network|cabling|optic,2025-07-31T05:03:18Z,25.7,18,1,0,0,0,2,2,2,server|labeling
HIST-2603,Gus,High,recable_port,network|cabling|optic,2025-07-30T22:03:18Z,17.4,12,1,1,1,0,0,3,3,server|cabling
HIST-2604,Chen,Medium,install_server,server|install|rails,2025-07-31T03:03:18Z,58.4,52,0,0,0,0,2,2,3,hvac|facilities
HIST-2605,Hana,Medium,audit_label,inventory|labeling,2025-07-30T23:03:18Z,11.0,9,1,0,0,0,0,2,4,hvac|electrical
HIST-2606,Ben,Medium,swap_psu,server|power|electrical,2025-07-31T00:03:18Z,18.4,28,0,0,0,0,1,2,4,network|cabling
HIST-2607,Eli,Medium,install_server,server|install|rails,2025-07-31T08:03:18Z,29.8,41,0,0,0,0,0,2,2,server|labeling
HIST-2608,Dia,Low,reseat_blade,server|repair,2025-08-01T04:03:18Z,16.8,19,0,0,0,0,0,1,4,server|install
HIST-2609,Ivan,Critical,install_server,server|install|rails,2025-08-01T09:03:18Z,43.6,50,0,0,0,0,1,4,1,staging|inventory
HIST-2610,Eli,High,swap_psu,server|power|electrical,2025-08-01T07:03:18Z,8.2,18,0,1,1,0,0,3,2,server|labeling
HIST-2611,Eli,Low,recable_port,network|cabling|optic,2025-07-31T23:03:18Z,40.3,23,1,1,1,2,0,1,2,server|labeling
HIST-2612,Farah,Medium,reseat_blade,server|repair,2025-08-01T00:03:18Z,11.3,21,0,0,0,0,1,2,3,network|optic
HIST-2613,Ava,Critical,audit_label,inventory|labeling,2025-08-01T10:03:18Z,8.6,8,0,0,1,0,1,4,5,server|network
HIST-2614,Jia,Medium,reseat_blade,server|repair,2025-07-31T19:03:18Z,9.3,17,0,0,0,0,0,2,5,server|repair
HIST-2615,Ava,Medium,recable_port,network|cabling|optic,2025-07-31T21:03:18Z,29.7,21,1,0,0,0,0,2,5,server|network
HIST-2616,Gus,Medium,reseat_blade,server|repair,2025-08-01T05:03:18Z,21.5,15,1,0,1,1,0,2,3,server|cabling
HIST-2617,Jia,High,swap_psu,server|power|electrical,2025-07-31T17:03:18Z,13.7,17,0,0,0,0,0,3,5,server|repair
HIST-2618,Chen,Medium,install_server,server|install|rails,2025-08-01T21:03:18Z,88.2,45,1,0,0,0,1,2,3,hvac|facilities
HIST-2619,Farah,High,swap_psu,server|power|electrical,2025-08-01T16:03:18Z,21.9,17,1,0,0,0,1,3,3,network|optic
HIST-2620,Hana,Medium,install_server,server|install|rails,2025-08-01T15:03:18Z,47.0,38,1,0,0,0,1,2,4,hvac|electrical
HIST-2621,Ben,Low,audit_label,inventory|labeling,2025-08-02T10:03:18Z,7.7,11,0,1,1,10,1,1,4,network|cabling
HIST-2622,Chen,Critical,recable_port,network|cabling|optic,2025-08-01T15:03:18Z,16.7,16,0,0,0,0,1,4,3,hvac|facilities
HIST-2623,Farah,Medium,recable_port,network|cabling|optic,2025-08-02T01:03:18Z,24.4,23,0,0,0,0,0,2,3,network|optic
HIST-2624,Hana,Medium,audit_label,inventory|labeling,2025-08-01T22:03:18Z,15.1,8,1,0,0,0,0,2,4,hvac|electrical
HIST-2625,Dia,Medium,reseat_blade,server|repair,2025-08-02T07:03:18Z,24.3,17,1,0,0,0,0,2,4,server|install
HIST-2626,Hana,Medium,reseat_blade,server|repair,2025-08-02T05:03:18Z,14.0,18,0,0,0,0,1,2,4,hvac|electrical
HIST-2627,Jia,High,swap_psu,server|power|electrical,2025-08-02T02:03:18Z,18.2,19,0,0,0,0,0,3,5,server|repair
HIST-2628,Gus,Medium,install_server,server|install|rails,2025-08-01T21:03:18Z,30.1,32,0,0,0,0,1,2,3,server|cabling
HIST-2629,Ava,Low,recable_port,network|cabling|optic,2025-08-01T16:03:18Z,26.0,23,0,0,0,0,0,1,5,server|network
HIST-2630,Gus,Critical,swap_psu,server|power|electrical,2025-08-01T16:03:18Z,6.6,13,0,0,0,0,0,4,3,server|cabling
HIST-2631,Ben,Low,swap_psu,server|power|electrical,2025-08-01T16:03:18Z,29.5,29,0,0,0,0,2,1,4,network|cabling
HIST-2632,Chen,High,reseat_blade,server|repair,2025-08-01T17:03:18Z,11.3,12,0,0,0,0,0,3,3,hvac|facilities
HIST-2633,Gus,High,audit_label,inventory|labeling,2025-08-02T04:03:18Z,13.2,6,1,0,0,0,0,3,3,server|cabling
HIST-2634,Ava,Low,install_server,server|install|rails,2025-08-02T05:03:18Z,70.0,39,1,0,0,0,1,1,5,server|network
HIST-2635,Ben,Critical,reseat_blade,server|repair,2025-08-03T04:03:18Z,19.0,12,1,0,0,0,0,4,4,network|cabling
HIST-2636,Eli,Critical,recable_port,network|cabling|optic,2025-08-03T07:03:18Z,22.1,15,1,0,0,0,0,4,2,server|labeling
HIST-2637,Hana,Low,audit_label,inventory|labeling,2025-08-03T10:03:18Z,11.4,12,0,0,1,6,1,1,4,hvac|electrical
HIST-2638,Gus,Medium,audit_label,inventory|labeling,2025-08-03T00:03:18Z,8.2,12,0,0,0,0,2,2,3,server|cabling
HIST-2639,Eli,Low,reseat_blade,server|repair,2025-08-03T10:03:18Z,19.2,18,0,0,0,0,0,1,2,server|labeling
HIST-2640,Eli,Medium,audit_label,inventory|labeling,2025-08-03T04:03:18Z,8.7,10,0,0,0,0,1,2,2,server|labeling
HIST-2641,Dia,Medium,reseat_blade,server|repair,2025-08-02T17:03:18Z,15.5,16,0,0,0,0,2,2,4,server|install
HIST-2642,Hana,Low,audit_label,inventory|labeling,2025-08-03T06:03:18Z,9.6,9,0,0,0,0,1,1,4,hvac|electrical
HIST-2643,Ava,Low,install_server,server|install|rails,2025-08-02T16:03:18Z,17.6,35,0,0,0,0,0,1,5,server|network
HIST-2644,Jia,Critical,install_server,server|install|rails,2025-08-04T09:03:18Z,50.4,39,1,0,0,0,2,4,5,server|repair
HIST-2645,Ava,Medium,reseat_blade,server|repair,2025-08-03T20:03:18Z,6.5,11,0,1,1,0,0,2,5,server|network
HIST-2646,Ben,Medium,recable_port,network|cabling|optic,2025-08-04T01:03:18Z,15.4,23,0,1,1,7,2,2,4,network|cabling
HIST-2647,Ava,Low,reseat_blade,server|repair,2025-08-04T09:03:18Z,14.7,19,0,0,0,0,0,1,5,server|network
HIST-2648,Ivan,High,recable_port,network|cabling|optic,2025-08-04T00:03:18Z,12.6,16,0,0,1,0,0,3,1,staging|inventory
HIST-2649,Ava,Low,audit_label,inventory|labeling,2025-08-03T23:03:18Z,13.2,12,0,0,1,12,1,1,5,server|network
HIST-2650,Gus,High,install_server,server|install|rails,2025-08-03T18:03:18Z,22.6,35,0,0,0,0,0,3,3,server|cabling
HIST-2651,Ivan,High,swap_psu,server|power|electrical,2025-08-04T10:03:18Z,11.8,20,0,0,0,0,1,3,1,staging|inventory
HIST-2652,Ben,High,install_server,server|install|rails,2025-08-04T07:03:18Z,145.3,40,1,0,1,0,1,3,4,network|cabling
HIST-2653,Chen,Medium,recable_port,network|cabling|optic,2025-08-05T03:03:18Z,7.0,17,0,1,1,13,2,2,3,hvac|facilities
HIST-2654,Jia,Medium,audit_label,inventory|labeling,2025-08-04T16:03:18Z,14.6,8,1,0,0,0,0,2,5,server|repair
HIST-2655,Gus,High,reseat_blade,server|repair,2025-08-05T03:03:18Z,9.2,12,0,0,0,0,0,3,3,server|cabling
HIST-2656,Gus,Medium,audit_label,inventory|labeling,2025-08-04T16:03:18Z,5.7,9,0,1,1,7,0,2,3,server|cabling
HIST-2657,Farah,Medium,swap_psu,server|power|electrical,2025-08-05T09:03:18Z,17.9,17,0,0,0,0,1,2,3,network|optic
HIST-2658,Ava,Medium,audit_label,inventory|labeling,2025-08-04T22:03:18Z,6.0,8,0,0,0,0,0,2,5,server|network
HIST-2659,Dia,Medium,reseat_blade,server|repair,2025-08-04T20:03:18Z,18.3,14,1,0,1,0,2,2,4,server|install
HIST-2660,Jia,Low,swap_psu,server|power|electrical,2025-08-04T20:03:18Z,21.9,23,0,0,0,0,2,1,5,server|repair
HIST-2661,Farah,Medium,install_server,server|install|rails,2025-08-05T03:03:18Z,43.3,43,0,0,0,0,0,2,3,network|optic
HIST-2662,Jia,Medium,swap_psu,server|power|electrical,2025-08-05T06:03:18Z,26.1,21,1,0,0,0,0,2,5,server|repair
HIST-2663,Dia,Critical,install_server,server|install|rails,2025-08-04T17:03:18Z,38.5,40,0,0,0,0,0,4,4,server|install
HIST-2664,Farah,High,swap_psu,server|power|electrical,2025-08-05T10:03:18Z,14.6,20,0,0,1,14,2,3,3,network|optic
HIST-2665,Farah,Medium,recable_port,network|cabling|optic,2025-08-05T01:03:18Z,21.8,15,1,0,1,11,0,2,3,network|optic
HIST-2666,Farah,Medium,install_server,server|install|rails,2025-08-04T16:03:18Z,57.0,42,1,0,0,0,0,2,3,network|optic
HIST-2667,Ava,Low,swap_psu,server|power|electrical,2025-08-05T23:03:18Z,39.1,26,1,0,1,4,2,1,5,server|network
HIST-2668,Ava,Low,recable_port,network|cabling|optic,2025-08-06T08:03:18Z,21.6,22,0,0,0,0,0,1,5,server|network
HIST-2669,Eli,Medium,reseat_blade,server|repair,2025-08-06T02:03:18Z,22.4,19,1,0,0,0,0,2,2,server|labeling
HIST-2670,Ivan,High,swap_psu,server|power|electrical,2025-08-05T22:03:18Z,27.4,22,1,0,1,11,0,3,1,staging|inventory
HIST-2671,Chen,Medium,reseat_blade,server|repair,2025-08-06T09:03:18Z,12.0,16,0,0,0,0,0,2,3,hvac|facilities
HIST-2672,Ivan,High,recable_port,network|cabling|optic,2025-08-06T09:03:18Z,76.2,17,1,0,1,10,1,3,1,staging|inventory
HIST-2673,Dia,Medium,install_server,server|install|rails,2025-08-05T22:03:18Z,38.8,37,0,1,1,2,2,2,4,server|install
HIST-2674,Dia,Low,swap_psu,server|power|electrical,2025-08-06T06:03:18Z,18.5,22,0,0,0,0,1,1,4,server|install
HIST-2675,Jia,Medium,audit_label,inventory|labeling,2025-08-06T03:03:18Z,9.3,12,0,0,0,0,1,2,5,server|repair
HIST-2676,Eli,Medium,recable_port,network|cabling|optic,2025-08-06T09:03:18Z,7.8,16,0,0,0,0,0,2,2,server|labeling
HIST-2677,Eli,Medium,install_server,server|install|rails,2025-08-06T03:03:18Z,16.5,35,0,0,0,0,0,2,2,server|labeling
HIST-2678,Ben,Low,reseat_blade,server|repair,2025-08-06T03:03:18Z,74.9,19,1,1,1,0,1,1,4,network|cabling
HIST-2679,Farah,Critical,audit_label,inventory|labeling,2025-08-06T02:03:18Z,4.0,6,0,0,1,4,1,4,3,network|optic
HIST-2680,Farah,Low,install_server,server|install|rails,2025-08-05T21:03:18Z,35.3,47,0,0,0,0,0,1,3,network|optic
HIST-2681,Farah,Medium,reseat_blade,server|repair,2025-08-06T19:03:18Z,13.8,14,0,0,0,0,0,2,3,network|optic
HIST-2682,Jia,Medium,install_server,server|install|rails,2025-08-06T19:03:18Z,41.1,44,0,0,0,0,0,2,5,server|repair
HIST-2683,Ben,Low,swap_psu,server|power|electrical,2025-08-07T04:03:18Z,21.2,22,0,0,0,0,0,1,4,network|cabling
HIST-2684,Chen,Medium,audit_label,inventory|labeling,2025-08-06T15:03:18Z,10.5,8,1,0,0,0,1,2,3,hvac|facilities
HIST-2685,Farah,Medium,audit_label,inventory|labeling,2025-08-06T18:03:18Z,6.1,7,0,0,0,0,1,2,3,network|optic
HIST-2686,Dia,Low,swap_psu,server|power|electrical,2025-08-07T08:03:18Z,31.1,26,1,1,1,0,1,1,4,server|install
HIST-2687,Hana,Low,audit_label,inventory|labeling,2025-08-07T10:03:18Z,12.3,12,0,0,0,0,0,1,4,hvac|electrical
HIST-2688,Dia,Low,swap_psu,server|power|electrical,2025-08-07T05:03:18Z,42.6,27,1,0,0,0,0,1,4,server|install
HIST-2689,Eli,Medium,swap_psu,server|power|electrical,2025-08-07T00:03:18Z,38.1,23,1,0,0,0,0,2,2,server|labeling
HIST-2690,Farah,Low,install_server,server|install|rails,2025-08-07T05:03:18Z,39.9,46,0,0,0,0,2,1,3,network|optic
HIST-2691,Eli,Medium,reseat_blade,server|repair,2025-08-06T18:03:18Z,15.5,12,1,0,0,0,2,2,2,server|labeling
